event,arg,line,offset,opcode,locals
opcode,,16,258,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,260,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,262,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,264,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,266,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,268,BUILD_SET,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,270,COMPARE_OP,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,272,CALL_FUNCTION,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,274,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,276,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,278,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,280,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,282,STORE_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 0]], 'j': 2, 'i': 2}"
opcode,,16,284,JUMP_ABSOLUTE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
line,,12,146,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,12,146,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,12,286,JUMP_ABSOLUTE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
line,,11,132,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,11,132,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
line,,18,288,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,288,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,290,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,292,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,294,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,296,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,298,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,300,CALL_FUNCTION,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
opcode,,18,302,RETURN_VALUE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
return,True,18,302,RETURN_VALUE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 1], [0, 0, 1]], 'j': 2, 'i': 2}"
